idColar,acelerometroEixoX,acelerometroEixoY,acelerometroEixoZ,magnetometroEixoX,magnetometroEixoY,magnetometroEixoZ,giroscopioEixoX,giroscopioEixoY,giroscopioEixoZ,horario,data,velocidadeDeslocamento,comportamento
C3,-1572,10769,-9992,-8,1395,527,2260,-2170,51,173445.749,260615,000.0,Pastando
C3,-6661,11106,-13180,-485,1472,474,-3732,3100,-3508,173447.749,260615,000.0,Pastando
C3,-659,11455,-17026,-1098,1299,330,-5812,-5191,1789,173528.749,260615,000.0,Pastando
C3,2641,8435,-8929,-837,1494,278,1705,4851,-577,115242.792,270615,003.2,Andando
C3,3212,10986,-9065,-1257,1259,-78,-2436,2641,-566,115244.792,270615,003.0,Andando
C3,5970,10654,-11022,-1372,1118,-189,-4452,-6160,6224,115246.792,270615,002.9,Andando
C3,9870,10789,-7301,-1452,972,-219,-2567,2708,4721,115319.792,270615,003.4,Andando
C3,4029,10809,-11531,-1356,1107,-251,5029,3908,5277,115321.792,270615,003.3,Andando
C3,7564,4633,-11397,-979,1364,469,9001,5293,-1889,115325.792,270615,003.2,Andando
C3,12747,9817,-8336,-988,1438,144,2793,1693,-819,115327.792,270615,003.1,Andando
C3,6523,10292,-7155,-1035,1370,-84,-3020,-10034,-5778,115329.792,270615,003.4,Andando
C3,-78,13419,-13539,-862,1481,-161,-878,-363,-3517,115331.792,270615,004.2,Andando
C3,4439,9530,-12116,-650,1538,506,777,-1706,-2611,115343.792,270615,003.7,Andando
C3,14082,4558,-12968,-764,1471,497,5691,5442,1205,115345.792,270615,003.8,Andando
C3,2986,10272,-10135,-679,1553,215,2701,1922,8632,115443.792,270615,004.5,Andando
C3,2613,8845,-10598,-1074,-356,-1017,-1169,7954,-1207,120011.792,270615,000.0,Pastando
C3,-3703,12502,-9651,-131,-223,-1197,-835,-583,-646,120043.792,270615,000.0,Pastando
C3,-1132,11569,-10898,116,-178,-1089,472,2535,-968,120045.792,270615,000.0,Pastando
C3,178,10108,-12382,-1526,-141,-690,1658,311,-646,120132.792,270615,000.0,Pastando
C3,552,10447,-11433,-966,-310,-1097,-10,808,1087,120304.792,270615,000.0,Pastando
C3,-4949,11631,-8573,466,571,-907,89,1263,415,120426.792,270615,000.0,Pastando
C3,-1619,11768,-10420,635,319,-798,-303,2191,57,120428.792,270615,000.0,Pastando
C3,-3327,11677,-8031,497,411,-895,-819,-5880,1843,120430.792,270615,000.0,Pastando
C3,7501,8890,-10107,746,-370,-356,99,801,241,120526.793,270615,000.0,EmPe
C3,7664,9438,-9514,640,-423,-503,-150,874,227,120529.793,270615,000.0,EmPe
C3,7303,9343,-9760,687,-393,-515,306,979,-369,120532.793,270615,000.0,EmPe
C3,5787,10039,-10429,663,-347,-607,232,811,92,120534.793,270615,000.0,EmPe
C3,-11208,6800,-6907,-1664,296,855,178,356,-366,120849.793,270615,000.0,Pastando
C3,-10429,9230,-5730,-1761,182,758,227,291,-638,120851.793,270615,000.0,Pastando
C3,4557,10996,-9979,-321,1456,613,458,845,-132,120915.793,270615,000.0,EmPe
C3,4670,10860,-9964,-285,1466,590,-497,1049,388,120917.793,270615,000.0,EmPe
C3,5041,10209,-10285,948,481,185,-325,-918,1402,120920.793,270615,000.0,EmPe
C3,4610,10121,-10215,895,579,277,2160,2020,-847,120922.793,270615,000.0,EmPe
C3,5954,9897,-10475,312,1276,602,115,823,280,121012.793,270615,000.0,EmPe
C3,7197,9121,-10107,665,922,561,86,880,125,121016.793,270615,000.0,EmPe
C3,7184,8920,-10282,671,888,541,256,929,168,121018.793,270615,000.0,EmPe
C3,7133,9011,-10357,673,859,516,145,1027,22,121020.793,270615,000.0,EmPe
C3,6828,8823,-10528,685,897,514,230,639,479,121024.793,270615,000.0,EmPe
C3,5956,10068,-9919,293,1237,593,75,1174,-244,121038.793,270615,000.0,EmPe
C3,5625,10433,-9953,-412,1515,527,193,1067,134,121113.793,270615,000.0,EmPe
C3,7689,8048,-10344,771,800,572,-521,1331,532,121115.793,270615,000.0,EmPe
C3,8098,8414,-10057,747,757,579,439,864,208,121117.793,270615,000.0,EmPe
C3,8221,7759,-10457,814,598,529,97,400,763,121120.793,270615,000.0,EmPe
C3,3045,12903,-8205,-814,1380,681,-8,984,282,121152.793,270615,000.0,EmPe
C3,5764,10678,-9487,955,363,186,105,922,84,121211.793,270615,000.0,EmPe
C3,5915,10479,-9622,933,352,215,92,985,139,121214.793,270615,000.0,EmPe
C3,6079,10494,-9469,925,359,212,176,857,233,121217.793,270615,000.0,EmPe
C3,-507,11041,-11330,414,1321,301,486,-474,-6003,121424.793,270615,000.0,Pastando
C3,2387,11111,-12629,560,1190,6,4552,5147,4655,121426.793,270615,000.0,Pastando
C3,2289,9448,-12631,625,1116,-79,-3685,7383,-1265,121428.793,270615,000.0,Pastando
C3,-4058,9152,-11713,420,1325,373,-1332,-116,-3554,121430.793,270615,000.0,Pastando
C3,-160,11526,-10087,-133,1526,325,3062,-5860,7745,121609.793,270615,000.0,Pastando
C3,-2773,11053,-11371,-57,1515,258,-547,3069,2776,121611.793,270615,000.0,Pastando
C3,-1395,7886,-10305,279,1360,391,-132,-441,-1386,121613.793,270615,000.0,Pastando
C3,-3344,11039,-5421,478,846,-709,-572,1733,-4655,121718.793,270615,000.0,Pastando
C3,-7074,15255,-8651,515,772,-718,1308,-4197,-210,121720.793,270615,000.0,Pastando
C3,-5719,9546,-11216,562,862,-612,4116,5850,3023,121722.793,270615,000.0,Pastando
C3,684,8600,-8598,801,306,-538,-870,5744,1000,122122.793,270615,000.0,Pastando
C3,121,11584,-13476,845,170,-409,369,1431,-1304,122124.793,270615,000.0,Pastando
C3,3603,11317,-8976,766,192,-580,-1453,4486,-8,122126.793,270615,000.0,Pastando
C3,-100,11895,-11505,613,1089,240,52,-2233,-4841,122128.793,270615,000.0,Pastando
C3,860,12281,-5547,-160,1507,507,-2305,3732,-2105,122153.793,270615,000.0,Pastando
C3,-2991,16866,-12033,363,1338,431,-4182,-6064,-1637,122155.793,270615,000.0,Pastando
C3,3366,8532,-12513,425,1220,404,2242,6675,1691,122157.793,270615,000.0,Pastando
C3,-2239,10855,-10082,-199,1499,404,103,1751,-938,122557.793,270615,000.0,Pastando
C3,-2312,9892,-8888,-534,1530,305,-517,2860,2058,122559.793,270615,000.0,Pastando
C3,-2148,2999,-12270,-660,1504,406,-1267,-6618,-2714,122602.793,270615,000.0,Pastando
C3,2854,11402,-13208,266,1319,547,1964,-1091,725,122645.793,270615,000.0,Pastando
C3,262,9706,-12375,507,1194,329,2056,-949,307,122647.793,270615,000.0,Pastando
C3,2528,9002,-10165,243,1343,462,-778,2188,-388,122649.793,270615,000.0,Pastando
C3,4381,8805,-10830,680,1051,174,-4768,2772,3418,122651.793,270615,000.0,Pastando
C3,-5699,13547,-10460,-1672,-37,-459,1172,-95,-5323,123148.793,270615,000.0,Pastando
C3,-526,13828,-6719,-1192,-235,-964,-3243,3067,-4806,123150.793,270615,000.0,Pastando
C3,-3523,7718,-12322,-1300,-268,-871,3769,-180,1008,123152.793,270615,000.0,Pastando
C3,2744,10100,-10912,-267,-489,-1065,331,2437,-1784,123154.793,270615,000.0,Pastando
C3,3176,8423,-11055,-60,-458,-1027,-1470,2060,-1872,123659.794,270615,000.0,Pastando
C3,-1132,7098,-13757,578,-174,-738,1447,-1548,1440,123725.794,270615,000.0,Pastando
C3,-890,7860,-11806,489,-188,-807,-1595,2696,-2253,123727.794,270615,000.0,Pastando
C3,-1258,12871,-9897,797,245,-544,-2179,-1737,187,123729.794,270615,000.0,Pastando
C3,-1132,11072,-8262,555,182,-895,-400,618,1334,123731.794,270615,000.0,Pastando
C3,496,10364,-10819,208,-220,-1024,1195,-178,857,123733.794,270615,000.0,Pastando
C3,2458,10803,-10220,228,-280,-963,552,3846,-3308,123735.794,270615,000.0,Pastando
C3,11422,8133,-6724,747,-436,175,-91,1121,102,124037.794,270615,000.0,Deitado
C3,11488,8458,-6323,796,-417,153,164,1068,293,124040.794,270615,000.0,Deitado
C3,8239,7118,-10689,776,-446,-126,1016,127,846,124044.794,270615,000.0,Deitado
C3,4453,8101,-10586,749,-358,-350,1236,1727,-1527,124059.794,270615,000.0,Deitado
C3,9203,9409,-8324,811,-334,-115,653,531,331,124102.794,270615,000.0,Deitado
C3,9044,9249,-8727,816,-327,-71,-216,160,568,124105.794,270615,000.0,Deitado
C3,9759,7486,-8924,895,-314,188,-2346,239,608,124143.794,270615,000.0,Deitado
C3,8498,8716,-9544,804,-368,-221,165,1293,-167,124147.794,270615,000.0,Deitado
C3,7636,9272,-8688,779,-438,-89,773,3400,-2296,124150.794,270615,000.0,Deitado
C3,8346,9481,-8602,825,-299,-169,-56,853,378,124153.794,270615,000.0,Deitado
C3,8672,9720,-8625,811,-341,-276,246,931,147,124156.794,270615,000.0,Deitado
C3,9302,9089,-8768,812,-414,-135,-407,961,423,124231.794,270615,000.0,Deitado
C3,9437,9293,-8362,821,-377,-135,32,968,52,124235.794,270615,000.0,Deitado
C3,9939,8459,-9051,814,-399,-196,1296,777,123,124239.794,270615,000.0,Deitado
C3,10162,8332,-9045,774,-420,-222,1635,877,-21,124313.794,270615,000.0,Deitado
C3,7776,11084,-10179,774,-254,-457,1998,-525,3929,124316.794,270615,000.0,Deitado
C3,10468,9325,-8192,814,-364,18,-1952,114,1325,124318.794,270615,000.0,Deitado
C3,12430,8015,-9798,861,-288,180,2167,6628,-1153,124404.794,270615,000.0,Deitado
C3,11016,6079,-8379,791,-509,181,-309,671,-5,124406.794,270615,000.0,Deitado
C3,11700,6597,-8729,759,-485,79,1341,822,-102,124409.794,270615,000.0,Deitado
C3,10568,5962,-8876,765,-456,62,1094,551,376,124411.794,270615,000.0,Deitado
C3,11466,7095,-8384,765,-483,61,962,1624,-397,124413.794,270615,000.0,Deitado
C3,8241,8955,-9641,825,-301,-253,219,893,152,124455.794,270615,000.0,Deitado
C3,7060,10599,-9088,797,-306,-251,-543,358,678,124457.794,270615,000.0,Deitado
C3,8056,8759,-9719,825,-305,-263,418,1093,115,124459.794,270615,000.0,Deitado
C3,8507,8160,-10291,806,-320,-270,677,1006,30,124502.794,270615,000.0,Deitado
C3,7263,10039,-9198,786,-296,-254,-997,582,65,124504.794,270615,000.0,Deitado
C3,7991,8375,-10143,792,-299,-250,-823,394,572,124506.794,270615,000.0,Deitado
C3,8206,9915,-8490,806,-339,-282,-141,821,302,124607.794,270615,000.0,Deitado
C3,8728,8641,-9675,799,-333,-269,781,1374,-39,124609.794,270615,000.0,Deitado
C3,8427,8972,-9309,800,-304,-276,77,780,146,124611.794,270615,000.0,Deitado
C3,8504,9548,-8864,774,-326,-265,-264,1014,158,124614.794,270615,000.0,Deitado
C3,9690,8768,-8765,807,-323,-230,2439,2109,185,124617.794,270615,000.0,Deitado
C3,9532,8641,-8570,803,-419,-37,1001,1166,-56,124644.794,270615,000.0,Deitado
C3,10557,8329,-8485,817,-381,-95,955,1176,-66,124646.794,270615,000.0,Deitado
C3,10045,7506,-9223,814,-360,-112,795,984,184,124648.794,270615,000.0,Deitado
C3,9223,9004,-8623,826,-376,-137,-1365,542,487,124651.794,270615,000.0,Deitado
C3,9420,9680,-8002,789,-396,-134,285,1783,-316,124653.794,270615,000.0,Deitado
C3,10337,8202,-8352,813,-439,-14,-442,800,423,124755.794,270615,000.0,Deitado
C3,10551,7746,-9010,813,-391,-76,1540,1041,-14,124757.794,270615,000.0,Deitado
C3,9741,8812,-8270,820,-418,-72,248,1177,-40,124759.794,270615,000.0,Deitado
C3,10416,8560,-8799,854,-363,-61,776,3058,-2329,124801.794,270615,000.0,Deitado
C3,8372,9793,-8376,821,-346,-167,-844,1083,-345,124901.794,270615,000.0,Deitado
C3,9981,10071,-8120,847,-352,-172,688,2525,-1176,124903.794,270615,000.0,Deitado
C3,9288,8548,-9048,833,-328,-132,-80,890,718,124905.794,270615,000.0,Deitado
C3,8896,9479,-8433,824,-378,-172,-521,1388,-401,124908.794,270615,000.0,Deitado
C3,9962,9204,-8394,795,-393,-119,-807,1168,557,125017.794,270615,000.0,Deitado
C3,4786,10680,-10561,793,-94,-438,4507,1958,-192,125019.794,270615,000.0,Deitado
C3,8997,8296,-9412,859,-327,-105,-553,499,712,125021.794,270615,000.0,Deitado
C3,8304,9819,-8614,860,-310,-127,-159,791,265,125023.794,270615,000.0,Deitado
C3,9137,7192,-10186,-234,1535,328,925,1044,344,125429.794,270615,000.0,Deitado
C3,8756,7259,-10079,-292,1514,315,1003,1212,-344,125431.794,270615,000.0,Deitado
C3,9387,7335,-9974,-233,1543,300,-347,1209,-50,125433.794,270615,000.0,Deitado
C3,8777,6565,-9913,-221,1550,327,705,690,524,125435.794,270615,000.0,Deitado
C3,9433,7683,-9754,-253,1516,318,-196,1127,-134,125438.794,270615,000.0,Deitado
C3,10260,8018,-8687,-321,1523,340,-243,1099,4,125521.794,270615,000.0,Deitado
C3,10227,7797,-9057,-310,1539,326,217,1123,250,125523.794,270615,000.0,Deitado
C3,9787,8033,-8782,-353,1499,328,38,1103,-34,125525.794,270615,000.0,Deitado
C3,10059,7550,-9191,-329,1519,292,1054,1385,-320,125527.794,270615,000.0,Deitado
C3,9808,8173,-9285,-334,1516,291,-989,129,831,125529.794,270615,000.0,Deitado
C3,9031,8667,-9039,-470,1539,210,-77,876,247,125620.794,270615,000.0,Deitado
C3,9358,7860,-9547,-463,1533,210,185,973,170,125624.794,270615,000.0,Deitado
C3,9230,7642,-9744,-483,1538,208,-223,1125,307,125631.794,270615,000.0,Deitado
C3,9015,7154,-10071,-452,1502,233,706,399,634,125633.794,270615,000.0,Deitado
C3,9247,7485,-9891,-435,1532,210,-402,1110,123,125717.794,270615,000.0,Deitado
C3,9193,8507,-9391,-422,1538,221,183,1600,-627,125719.794,270615,000.0,Deitado
C3,8766,6816,-10651,-404,1496,243,-64,771,5,125721.794,270615,000.0,Deitado
C3,8756,8410,-9675,-437,1523,223,491,1210,-131,125723.794,270615,000.0,Deitado
C3,9091,7347,-9926,-435,1554,223,1149,837,222,125834.794,270615,000.0,Deitado
C3,8546,7057,-10057,-441,1575,233,987,541,567,125836.794,270615,000.0,Deitado
C3,9028,6934,-10577,-488,1504,239,57,1039,229,125838.794,270615,000.0,Deitado
C3,9232,8270,-9613,-511,1567,225,-334,491,611,125840.794,270615,000.0,Deitado
C3,9731,7343,-9459,-358,1529,216,-241,1178,50,130009.794,270615,000.0,Deitado
C3,9512,6253,-9910,-351,1536,241,1028,640,300,130011.794,270615,000.0,Deitado
C3,10033,7246,-9612,-357,1532,230,707,1378,279,130013.794,270615,000.0,Deitado
C3,9641,7472,-9014,-416,1551,192,23,1399,-453,130015.794,270615,000.0,Deitado
C3,7677,6922,-10686,-514,1557,219,1041,310,498,130257.795,270615,000.0,Deitado
C3,8162,9277,-9644,-561,1527,179,-1183,587,600,130259.795,270615,000.0,Deitado
C3,8334,7660,-10573,-501,1522,203,549,137,1502,130303.795,270615,000.0,Deitado
C3,8410,8389,-9955,-535,1538,204,-68,1621,-214,130305.795,270615,000.0,Deitado
C3,9310,7132,-9837,-163,1528,376,162,1017,245,130832.795,270615,000.0,Deitado
C3,10374,7923,-9337,-154,1511,403,827,1602,-435,130835.795,270615,000.0,Deitado
C3,8515,9061,-9052,-312,1516,336,-1106,603,227,130954.795,270615,000.0,Deitado
C3,8632,7497,-10236,-270,1506,361,367,789,713,130957.795,270615,000.0,Deitado
C3,8665,7731,-9651,-268,1522,294,1088,1337,-495,131136.795,270615,000.0,Deitado
C3,8862,6968,-10103,-324,1550,276,574,547,829,131139.795,270615,000.0,Deitado
C3,9241,7668,-10201,-276,1536,281,120,1017,-117,131141.795,270615,000.0,Deitado
C3,8744,8241,-9832,-364,1519,275,10,1113,338,131213.795,270615,000.0,Deitado
C3,8777,7400,-9995,-323,1544,313,977,1062,-126,131215.795,270615,000.0,Deitado
C3,8511,8070,-9469,-336,1524,285,194,923,41,131217.795,270615,000.0,Deitado
C3,10319,7689,-8631,-159,1480,448,171,957,155,131352.795,270615,000.0,Deitado
C3,10331,7822,-8543,-124,1486,445,107,921,110,131354.795,270615,000.0,Deitado
C3,10284,7838,-8534,-215,1484,430,336,935,100,131356.795,270615,000.0,Deitado
C3,10061,7126,-9166,-66,1446,429,124,857,133,131642.795,270615,000.0,Deitado
C3,10208,6930,-9203,-57,1439,427,184,919,192,131647.795,270615,000.0,Deitado
C3,10189,7069,-9291,-36,1508,431,196,929,153,131651.795,270615,000.0,Deitado
C3,10068,7328,-9161,-88,1485,407,428,689,603,131800.795,270615,000.0,Deitado
C3,8239,-3324,-13360,933,418,362,1728,-24,1607,131802.795,270615,000.0,Deitado
C3,10831,5593,-9888,161,1442,405,35,1342,-1319,131804.795,270615,000.0,Deitado
C3,5419,10289,-10311,-563,1509,386,80,893,320,132044.795,270615,000.0,Deitado
C3,6245,9546,-10329,-414,1529,403,172,977,149,132047.795,270615,000.0,Deitado
C3,6355,9585,-10281,-396,1523,403,181,1012,222,132049.795,270615,000.0,Deitado
C3,6428,9394,-10412,-353,1495,402,226,926,120,132052.795,270615,000.0,Deitado
C3,153,3362,-14665,821,240,-473,155,933,162,132218.795,270615,000.0,Deitado
C3,135,3400,-14671,849,250,-442,166,945,157,132220.795,270615,000.0,Deitado
C3,27,4990,-14232,860,423,-450,148,955,151,132402.795,270615,000.0,Deitado
C3,5,4984,-14208,832,397,-447,145,930,153,132404.795,270615,000.0,Deitado
C3,-25,5015,-14231,832,421,-442,163,980,181,132407.795,270615,000.0,Deitado
C3,-11,5021,-14192,835,421,-415,152,943,166,132410.795,270615,000.0,Deitado
C3,12174,5940,-7821,-53,1489,352,1299,1889,-497,132536.795,270615,000.0,Deitado
C3,12193,5510,-7943,-108,1487,247,3,583,339,132538.795,270615,000.0,Deitado
C3,11735,5543,-8362,-92,1521,312,93,873,135,132540.795,270615,000.0,Deitado
C3,10607,7411,-8586,-212,1516,332,182,988,130,132642.795,270615,000.0,Deitado
C3,10547,7503,-8563,-225,1534,338,19,825,180,132644.795,270615,000.0,Deitado
C3,10628,7246,-8583,-243,1473,341,181,1007,167,132647.795,270615,000.0,Deitado
C3,9231,8007,-9496,-185,1486,426,162,972,135,132901.796,270615,000.0,Deitado
C3,9086,8232,-9462,-192,1482,421,177,916,151,132904.796,270615,000.0,Deitado
C3,8995,8234,-9439,-186,1496,431,163,897,146,132907.796,270615,000.0,Deitado
C3,8995,8460,-9357,-162,1490,420,117,947,151,132909.796,270615,000.0,Deitado
C3,4102,11160,-9780,-773,1472,434,96,1032,62,133106.796,270615,000.0,Deitado
C3,4975,11248,-9493,-780,1460,403,502,1002,796,133108.796,270615,000.0,Deitado
C3,5785,10333,-9757,-630,1537,431,160,815,270,133110.796,270615,000.0,Deitado
C3,6456,10383,-9458,-562,1504,452,207,972,180,133115.796,270615,000.0,Deitado
C3,6454,10200,-9605,-562,1504,423,134,901,147,133117.796,270615,000.0,Deitado
C3,6429,10229,-9624,-522,1535,412,224,1035,-29,133119.796,270615,000.0,Deitado
C3,10667,8295,-7594,-254,1494,470,174,908,101,133220.796,270615,000.0,Deitado
C3,10772,8379,-7720,-270,1484,433,142,899,179,133223.796,270615,000.0,Deitado
C3,10678,8238,-7790,-260,1488,437,126,940,152,133226.796,270615,000.0,Deitado
C3,10204,8343,-8035,-282,1503,438,342,1013,83,133341.796,270615,000.0,Deitado
C3,10370,8636,-7846,-276,1498,436,182,1050,120,133343.796,270615,000.0,Deitado
C3,10282,8459,-8028,-270,1503,442,158,883,252,133347.796,270615,000.0,Deitado
C3,1826,1799,-14827,874,410,-319,211,505,-646,133457.796,270615,000.0,Deitado
C3,1481,2328,-14811,860,527,-354,115,942,195,133459.796,270615,000.0,Deitado
C3,1518,2381,-14799,865,520,-330,115,937,169,133502.796,270615,000.0,Deitado
C3,10733,6076,-9088,-44,1481,352,560,738,291,133727.796,270615,000.0,Deitado
C3,11081,6316,-8862,-58,1460,351,195,969,76,133729.796,270615,000.0,Deitado
C3,10964,7284,-8226,-29,1462,456,5,1198,-865,133732.796,270615,000.0,Deitado
C3,11229,7460,-7768,-287,1523,281,-214,626,-63,133842.796,270615,000.0,Deitado
C3,11038,7303,-8062,-259,1524,341,179,920,199,133845.796,270615,000.0,Deitado
C3,11020,7505,-8152,-282,1523,311,30,757,295,133847.796,270615,000.0,Deitado
C3,11302,7364,-7697,-391,1557,170,235,947,77,134121.796,270615,000.0,Deitado
C3,11249,7395,-7698,-393,1522,201,110,916,173,134125.796,270615,000.0,Deitado
C3,11138,7031,-6951,-302,1530,246,920,599,-432,134127.796,270615,000.0,Deitado
C3,11372,4653,-9626,-310,1493,-164,131,1194,-348,134346.796,270615,000.0,Deitado
C3,11167,4259,-9776,-349,1534,-178,-77,880,296,134348.796,270615,000.0,Deitado
C3,11181,4660,-9727,-321,1513,-137,283,746,330,134350.796,270615,000.0,Deitado
C3,11210,3557,-9829,-251,1514,-180,579,870,-400,134538.796,270615,000.0,Deitado
C3,10787,3252,-10118,-263,1541,-161,-10,985,261,134540.796,270615,000.0,Deitado
C3,11494,4338,-9902,-268,1508,-165,282,825,-13,134542.796,270615,000.0,Deitado
C3,11092,3876,-9885,-267,1521,-159,83,1006,249,134544.796,270615,000.0,Deitado
C3,10905,3552,-10075,-261,1525,-173,131,1110,-94,134554.796,270615,000.0,Deitado
C3,11273,5363,-9044,-229,1549,24,369,1029,-103,134733.796,270615,000.0,Deitado
C3,11312,5615,-8873,-220,1526,19,179,757,372,134736.796,270615,000.0,Deitado
C3,11350,4880,-9318,-296,1521,-70,213,713,74,134926.796,270615,000.0,Deitado
C3,11392,4671,-9280,-277,1522,-81,238,708,156,134928.796,270615,000.0,Deitado
C3,11613,4647,-9077,-320,1502,-58,-240,870,281,134930.796,270615,000.0,Deitado
C3,11362,4238,-9394,-280,1512,-96,160,871,182,134932.796,270615,000.0,Deitado
C3,10525,3766,-10321,-340,1504,-197,-859,-136,2024,135136.796,270615,000.0,Deitado
C3,8521,13214,-8448,-366,1452,-384,-12261,-756,-7462,135217.796,270615,000.0,Deitado
C3,8655,7466,-10315,-463,1547,141,248,1256,254,135219.796,270615,000.0,Deitado
C3,3619,262,-11696,-464,1533,43,-5073,-2348,-1349,135221.796,270615,000.0,Deitado
C3,10209,8219,-8402,-377,1530,260,204,958,67,135435.797,270615,000.0,Deitado
C3,10283,8145,-8436,-409,1500,210,49,1160,350,135437.797,270615,000.0,Deitado
C3,10290,7330,-8827,-369,1524,249,510,549,-71,135439.797,270615,000.0,Deitado
C3,10461,8660,-7896,-380,1561,241,426,759,274,135441.797,270615,000.0,Deitado
C3,9760,7267,-8795,-340,1554,243,879,1267,-983,135443.797,270615,000.0,Deitado
C3,10196,8326,-8619,-349,1516,252,-733,693,141,135445.797,270615,000.0,Deitado
C3,10254,7866,-8612,-367,1528,222,14,1140,130,135654.797,270615,000.0,Deitado
C3,10201,7421,-8941,-351,1542,222,456,1072,-79,135656.797,270615,000.0,Deitado
C3,10334,6999,-9062,-374,1536,226,-296,905,100,135658.797,270615,000.0,Deitado
C3,9246,7930,-9000,-445,1524,297,-257,1148,-143,135905.797,270615,000.0,Deitado
C3,9602,8295,-8994,-412,1537,264,-470,960,-47,135908.797,270615,000.0,Deitado
C3,9402,8980,-8307,-410,1537,298,-398,1076,71,135910.797,270615,000.0,Deitado
C3,9826,8636,-8275,-450,1526,284,438,1157,189,135912.797,270615,000.0,Deitado
C3,9517,8252,-8777,-397,1523,268,-57,896,386,135914.797,270615,000.0,Deitado
C3,9713,8804,-8435,-451,1530,265,-17,1032,50,140013.797,270615,000.0,Deitado
C3,9917,8767,-8231,-415,1532,299,185,1052,-204,140015.797,270615,000.0,Deitado
C3,9594,7515,-9444,-400,1529,261,57,929,168,140017.797,270615,000.0,Deitado
C3,9838,8424,-8618,-412,1532,270,-103,1047,312,140019.797,270615,000.0,Deitado
C3,10129,7954,-8479,-388,1523,317,314,675,308,140235.797,270615,000.0,Deitado
C3,10180,7555,-8833,-401,1530,267,477,800,792,140238.797,270615,000.0,Deitado
C3,9974,8736,-8158,-402,1524,271,367,801,366,140241.797,270615,000.0,Deitado
C3,-6974,12631,-12424,-940,-285,-1058,1421,6945,-8865,140828.797,270615,000.0,Pastando
C3,488,11680,-10940,-522,-303,-1127,1486,4664,-1098,140830.797,270615,000.0,Pastando
C3,2201,10454,-10514,416,-301,-816,-76,3801,-667,140840.797,270615,000.0,Pastando
C3,3654,14705,-12409,-215,1446,484,-3130,118,2205,140903.797,270615,000.0,Pastando
C3,2531,9172,-8733,328,1240,598,289,-1961,-157,140905.797,270615,002.6,Pastando
C3,4307,11029,-5998,670,1019,-104,-3252,4785,-2899,141244.797,270615,000.0,Pastando
C3,-393,9912,-10657,751,840,-178,2172,5173,-2873,141247.797,270615,000.0,Pastando
C3,-3420,11549,-11426,641,1057,-56,838,2004,5560,141249.797,270615,000.0,Pastando
C3,3670,5703,-9370,619,347,-786,1089,7018,1275,141259.797,270615,000.0,Pastando
C3,6036,11035,-9616,930,422,344,1744,996,-4414,141301.797,270615,000.0,Pastando
C3,794,12349,-11453,453,1254,198,-2781,1232,-1714,141516.797,270615,000.0,Pastando
C3,-182,4290,-10457,528,1197,-35,3444,6754,-6616,141520.797,270615,000.0,Pastando
C3,1749,10843,-10792,549,1147,137,-499,52,-260,141726.798,270615,000.0,Pastando
C3,4830,9424,-11144,499,1172,373,-202,2184,-853,141731.798,270615,000.0,Pastando
C3,4432,9624,-12457,300,-475,-834,-1260,-348,-846,141818.798,270615,003.3,Andando
C3,6627,11195,-10261,434,-437,-748,-5641,-9508,-460,141820.798,270615,003.4,Andando
C3,1006,8465,-7438,378,-502,-758,-165,-1058,1748,141822.798,270615,003.3,Andando
C3,2862,9433,-9611,242,-486,-846,737,8059,225,141824.798,270615,003.3,Andando
C3,5133,7855,-15471,-329,-472,-1078,-3114,2429,-5044,141826.798,270615,002.8,Andando
C3,6766,9566,-10633,342,-477,-842,-644,-3488,-3402,141828.798,270615,003.0,Andando
C3,3969,11046,-10245,95,-435,-993,3523,9879,-544,141830.798,270615,003.3,Andando
C3,6026,6986,-10978,95,-278,-1071,8735,8348,-2929,141832.798,270615,003.1,Andando
C3,12672,8437,-7449,138,-423,-999,2307,1909,4764,141834.798,270615,003.2,Andando
C3,5294,11178,-12542,71,-323,-1063,-2564,-408,5216,141836.798,270615,003.0,Andando
C3,2058,9396,-8018,290,-394,-889,378,2181,143,141838.798,270615,003.2,Andando
C3,5865,11327,-6991,121,-524,-907,-1215,6263,4559,141840.798,270615,002.9,Andando
C3,7112,6782,-11101,91,-232,-1111,-4310,-2269,4745,141842.798,270615,003.2,Andando
C3,1314,12464,-10014,188,-496,-929,-2081,-1048,3626,141902.798,270615,002.9,Andando
C3,4960,11498,-8212,245,-447,-891,2066,4849,-2278,141904.798,270615,002.8,Andando
C3,4114,8791,-9932,781,-155,-542,2462,1573,438,141906.798,270615,002.4,Andando
C3,7313,10719,-9095,-1105,387,-1035,-333,-188,211,141948.798,270615,000.0,EmPe
C3,6713,10495,-9000,-824,55,-1175,24,3103,-1685,141950.798,270615,000.0,EmPe
C3,6318,10964,-8666,-163,-271,-1141,678,1798,-1092,141952.798,270615,000.0,EmPe
C3,-919,10280,-8737,689,602,-649,1310,-2146,343,142156.798,270615,000.0,Pastando
C3,1684,7225,-12552,850,439,-384,-1085,692,-1399,142158.798,270615,000.0,Pastando
C3,1856,9176,-6066,741,210,-649,-4845,2949,1279,142200.798,270615,000.0,Pastando
C3,934,12597,-10753,-1497,-29,-683,-8719,11315,-8873,142237.798,270615,000.0,Pastando
C3,3283,13962,-11626,-848,-329,-1079,-1871,-4289,1653,142239.798,270615,000.0,Pastando
